ZIP,RegionID,SizeRank,RegionType,StateName,State,City,Metro,CountyName,home_value
57104,83137,5116,zip,SD,SD,Sioux Falls,"Sioux Falls, SD",Minnehaha County,162941.08
57105,83138,5153,zip,SD,SD,Sioux Falls,"Sioux Falls, SD",Minnehaha County,219058.12
57106,83139,1015,zip,SD,SD,Sioux Falls,"Sioux Falls, SD",Minnehaha County,260228.28
57107,83140,8861,zip,SD,SD,Sioux Falls,"Sioux Falls, SD",Minnehaha County,257413.93
57108,83141,3447,zip,SD,SD,Sioux Falls,"Sioux Falls, SD",Lincoln County,347818.88
57110,83143,6481,zip,SD,SD,Sioux Falls,"Sioux Falls, SD",Minnehaha County,342406.8
57201,83156,4771,zip,SD,SD,Watertown,"Watertown, SD",Codington County,254312.03
57220,83164,23544,zip,SD,SD,Bruce,"Brookings, SD",Brookings County,267386.17
57234,83174,23903,zip,SD,SD,Estelline,"Watertown, SD",Hamlin County,203083.34
57301,83213,6614,zip,SD,SD,Mitchell,"Mitchell, SD",Davison County,187127.34
57334,83232,22769,zip,SD,SD,Ethan,"Mitchell, SD",Davison County,222581.35
57350,83244,7601,zip,SD,SD,Huron,"Huron, SD",Beadle County,149940.01
57363,83253,23010,zip,SD,SD,Mount Vernon,"Mitchell, SD",Davison County,211228.94
57374,83263,26282,zip,SD,SD,Spencer,"Sioux Falls, SD",McCook County,211997.76
57382,83269,20122,zip,SD,SD,Wessington Springs,"Huron, SD",Jerauld County,217194.49
57401,83275,3215,zip,SD,SD,Aberdeen,"Aberdeen, SD",Brown County,186174.56
57445,83297,17913,zip,SD,SD,Groton,"Aberdeen, SD",Brown County,200314.21
57451,83302,18048,zip,SD,SD,Ipswich,"Aberdeen, SD",Edmunds County,213382.25
57479,83323,28452,zip,SD,SD,Warner,"Aberdeen, SD",Brown County,209444.55
57501,83325,7013,zip,SD,SD,Pierre,"Pierre, SD",Hughes County,226893.69
57522,83328,28691,zip,SD,SD,Harrold,"Pierre, SD",Hughes County,132223.7
57532,83333,15443,zip,SD,SD,Fort Pierre,"Pierre, SD",Stanley County,285862.89
57701,83400,1807,zip,SD,SD,Rapid City,"Rapid City, SD",Pennington County,224860.82
57702,83401,2014,zip,SD,SD,Rapid City,"Rapid City, SD",Pennington County,322434.3
57703,83402,7130,zip,SD,SD,Rapid City,"Rapid City, SD",Pennington County,271701.52
57717,83407,10866,zip,SD,SD,Belle Fourche,"Gillette, WY",Butte County,307271.39
57718,83408,13061,zip,SD,SD,Blackhawk,"Rapid City, SD",Meade County,304166.86
57719,83409,11976,zip,SD,SD,Box Elder,"Rapid City, SD",Meade County,275544.14
57730,83414,12905,zip,SD,SD,Custer,"Rapid City, SD",Custer County,346815.54
57732,83415,21795,zip,SD,SD,Deadwood,"Spearfish, SD",Lawrence County,290852.39
57744,83420,17784,zip,SD,SD,Hermosa,"Rapid City, SD",Custer County,449167.92
57745,83421,19474,zip,SD,SD,Hill City,"Rapid City, SD",Pennington County,342778.76
57751,83425,24003,zip,SD,SD,Keystone,"Rapid City, SD",Pennington County,375330.3
57754,83427,13958,zip,SD,SD,Lead,"Spearfish, SD",Lawrence County,284021.79
57759,83431,26317,zip,SD,SD,Deadwood,"Spearfish, SD",Lawrence County,461773.71
57761,83433,15521,zip,SD,SD,New Underwood,"Rapid City, SD",Pennington County,277347.68
57769,83439,14362,zip,SD,SD,Piedmont,"Rapid City, SD",Meade County,352791.81
57783,83448,7380,zip,SD,SD,Spearfish,"Spearfish, SD",Lawrence County,354036.35
57785,83449,8970,zip,SD,SD,Sturgis,"Rapid City, SD",Meade County,293058.3
57790,83452,23573,zip,SD,SD,Wall,"Rapid City, SD",Pennington County,214743.5
57793,83455,19261,zip,SD,SD,Sturgis,"Rapid City, SD",Meade County,326110.21
58012,83467,17971,zip,ND,ND,Casselton,"Fargo, ND-MN",Cass County,300950.08
58027,83474,20034,zip,ND,ND,Enderlin,"Fargo, ND-MN",Ransom County,177001.85
58041,83484,21067,zip,ND,ND,Hankinson,"Wahpeton, ND-MN",Richland County,151402.89
58042,83485,19582,zip,ND,ND,Harwood,"Fargo, ND-MN",Cass County,318473.34
58047,83489,13464,zip,ND,ND,Horace,"Fargo, ND-MN",Cass County,378513.14
58048,83490,26282,zip,ND,ND,Arthur,"Fargo, ND-MN",Cass County,238199.31
58051,83492,20326,zip,ND,ND,Horace,"Fargo, ND-MN",Cass County,321734.38
58053,83494,20432,zip,ND,ND,Lidgerwood,"Wahpeton, ND-MN",Richland County,163706.44
58059,83499,20122,zip,ND,ND,Mapleton,"Fargo, ND-MN",Cass County,292442.62
58075,83512,10116,zip,ND,ND,Wahpeton,"Wahpeton, ND-MN",Richland County,173243.92
58078,83515,2184,zip,ND,ND,West Fargo,"Fargo, ND-MN",Cass County,287307.47
58102,83518,3450,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,225165.18
58103,83519,986,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,217427.81
58104,83520,1490,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,324577.25
58201,83532,1569,zip,ND,ND,Grand Forks,"Grand Forks, ND-MN",Grand Forks County,253834.22
58203,83534,7263,zip,ND,ND,Grand Forks,"Grand Forks, ND-MN",Grand Forks County,183076.01
58228,83552,20068,zip,ND,ND,Emerado,"Grand Forks, ND-MN",Grand Forks County,214143.8
58240,83562,21142,zip,ND,ND,Hatton,"Grand Forks, ND-MN",Traill County,205686.02
58251,83568,20848,zip,ND,ND,Larimore,"Grand Forks, ND-MN",Grand Forks County,185128.15
58256,83571,24539,zip,ND,ND,Manvel,"Grand Forks, ND-MN",Grand Forks County,262165.64
58267,83580,21203,zip,ND,ND,Northwood,"Grand Forks, ND-MN",Grand Forks County,242672.91
58275,83587,24484,zip,ND,ND,Reynolds,"Grand Forks, ND-MN",Grand Forks County,226696.31
58278,83590,18714,zip,ND,ND,Thompson,"Grand Forks, ND-MN",Grand Forks County,346132.95
58401,83644,7092,zip,ND,ND,Jamestown,"Jamestown, ND",Stutsman County,195187.38
58501,83706,4109,zip,ND,ND,Bismarck,"Bismarck, ND",Burleigh County,230171.26
58503,83708,2590,zip,ND,ND,Bismarck,"Bismarck, ND",Burleigh County,354948.71
58504,83709,3856,zip,ND,ND,Bismarck,"Bismarck, ND",Burleigh County,276670.15
58523,83715,15293,zip,ND,ND,Beulah,"Bismarck, ND",Mercer County,189260.69
58530,83719,23596,zip,ND,ND,Center,"Bismarck, ND",Oliver County,250265.9
58554,83732,4005,zip,ND,ND,Mandan,"Bismarck, ND",Morton County,262612.18
58563,83738,17811,zip,ND,ND,New Salem,"Bismarck, ND",Morton County,197834.52
58579,83751,23262,zip,ND,ND,Wilton,"Bismarck, ND",McLean County,195309.09
58601,83754,4014,zip,ND,ND,Dickinson,"Dickinson, ND",Stark County,254676.38
58622,83758,19645,zip,ND,ND,Belfield,"Dickinson, ND",Stark County,198458.71
58630,83763,23611,zip,ND,ND,Gladstone,"Dickinson, ND",Stark County,260716.6
58631,83764,23299,zip,ND,ND,Glen Ullin,"Bismarck, ND",Morton County,145211.43
58652,83781,21606,zip,ND,ND,Richardton,"Dickinson, ND",Stark County,185101.47
58655,83784,27637,zip,ND,ND,South Heart,"Dickinson, ND",Stark County,271349.68
58656,83785,26331,zip,ND,ND,Taylor,"Dickinson, ND",Stark County,193628.71
58701,83786,3300,zip,ND,ND,Minot,"Minot, ND",Ward County,216275.48
58703,83788,5280,zip,ND,ND,Minot,"Minot, ND",Ward County,203984.51
58718,83797,20330,zip,ND,ND,Berthold,"Minot, ND",Ward County,246241.2
58722,83799,23525,zip,ND,ND,Burlington,"Minot, ND",Ward County,233081.28
58746,83813,19675,zip,ND,ND,Kenmare,"Minot, ND",Ward County,202765.11
58759,83821,23922,zip,ND,ND,Max,"Minot, ND",Ward County,145128.2
58761,83823,22290,zip,ND,ND,Mohall,"Minot, ND",Renville County,179437.13
58785,83841,22818,zip,ND,ND,Surrey,"Minot, ND",Ward County,289873.76
58790,83845,23608,zip,ND,ND,Velva,"Minot, ND",McHenry County,217039.69
58801,83850,3130,zip,ND,ND,Williston,"Williston, ND",Williams County,306609.05
58843,83857,21386,zip,ND,ND,Epping,"Williston, ND",Williams County,288770.2
58852,83862,17860,zip,ND,ND,Tioga,"Williston, ND",Williams County,258897.39
59001,83866,20855,zip,MT,MT,Absarokee,"Billings, MT",Stillwater County,300133.21
59006,83870,27289,zip,MT,MT,Ballantine,"Billings, MT",Yellowstone County,293195.81
59008,83872,29062,zip,MT,MT,Belfry,"Billings, MT",Carbon County,300536.24
59014,83877,16859,zip,MT,MT,Bridger,"Billings, MT",Carbon County,275606.59
59015,83878,23057,zip,MT,MT,Acton,"Billings, MT",Yellowstone County,282617.09
59019,83881,14114,zip,MT,MT,Columbus,"Billings, MT",Stillwater County,332839.12
59024,83884,23951,zip,MT,MT,Custer,"Billings, MT",Yellowstone County,278689.69
59028,83888,26891,zip,MT,MT,Fishtail,"Billings, MT",Stillwater County,387828.69
59029,83889,29212,zip,MT,MT,Fromberg,"Billings, MT",Carbon County,259284.2
59037,83897,16387,zip,MT,MT,Huntley,"Billings, MT",Yellowstone County,363192.08
59041,83900,17711,zip,MT,MT,Joliet,"Billings, MT",Carbon County,382605.66
59044,83902,8173,zip,MT,MT,Laurel,"Billings, MT",Yellowstone County,289199.62
59057,83910,17620,zip,MT,MT,Molt,"Billings, MT",Yellowstone County,445776.96
59061,83913,27261,zip,MT,MT,Nye,"Billings, MT",Stillwater County,374987.19
59063,83915,20727,zip,MT,MT,Park City,"Billings, MT",Stillwater County,355872.54
59068,83920,15834,zip,MT,MT,Red Lodge,"Billings, MT",Carbon County,362109.53
59069,83921,25041,zip,MT,MT,Reed Point,"Billings, MT",Sweet Grass County,303475.81
59070,83922,22559,zip,MT,MT,Roberts,"Billings, MT",Carbon County,420098.68
59071,83923,28530,zip,MT,MT,Fishtail,"Billings, MT",Carbon County,343313.85
59074,83926,25365,zip,MT,MT,Ryegate,"Billings, MT",Golden Valley County,174472.46
59079,83931,15514,zip,MT,MT,Shepherd,"Billings, MT",Yellowstone County,342732.16
59088,83939,19782,zip,MT,MT,Worden,"Billings, MT",Yellowstone County,330431.34
59101,83941,1977,zip,MT,MT,Billings,"Billings, MT",Yellowstone County,244957.66
59102,83942,1109,zip,MT,MT,Billings,"Billings, MT",Yellowstone County,290506.62
59105,83945,3244,zip,MT,MT,Billings,"Billings, MT",Yellowstone County,306906.19
59106,83946,6745,zip,MT,MT,Billings,"Billings, MT",Yellowstone County,437260.19
59401,84027,8227,zip,MT,MT,Great Falls,"Great Falls, MT",Cascade County,185678.2
59404,84030,3844,zip,MT,MT,Great Falls,"Great Falls, MT",Cascade County,264847.08
59405,84031,3226,zip,MT,MT,Great Falls,"Great Falls, MT",Cascade County,216062.92
59410,84033,27108,zip,MT,MT,Augusta,"Helena, MT",Lewis and Clark County,227881.75
59412,84035,19536,zip,MT,MT,Belt,"Great Falls, MT",Cascade County,242881.18
59414,84036,24924,zip,MT,MT,Black Eagle,"Great Falls, MT",Cascade County,157199.77
59421,84042,18285,zip,MT,MT,Cascade,"Great Falls, MT",Cascade County,253631.38
59436,84052,18560,zip,MT,MT,Choteau,"Helena, MT",Teton County,270644.48
59443,84056,26878,zip,MT,MT,Fort Shaw,"Great Falls, MT",Cascade County,336791.38
59463,84071,25302,zip,MT,MT,Monarch,"Great Falls, MT",Cascade County,213123.24
59465,84073,30490,zip,MT,MT,Neihart,"Great Falls, MT",Cascade County,164249.67
59468,84076,23808,zip,MT,MT,Power,"Great Falls, MT",Teton County,306423.33
59472,84079,29005,zip,MT,MT,Sand Coulee,"Great Falls, MT",Cascade County,179660.88
59477,84081,30146,zip,MT,MT,Fairfield,"Great Falls, MT",Cascade County,237282.25
59480,84083,22749,zip,MT,MT,Stockett,"Great Falls, MT",Cascade County,199667.15
59483,84085,22928,zip,MT,MT,Sun River,"Great Falls, MT",Cascade County,304606.67
59485,84087,30490,zip,MT,MT,Cascade,"Great Falls, MT",Cascade County,280204.48
59487,84089,24883,zip,MT,MT,Vaughn,"Great Falls, MT",Cascade County,233054.24
59601,84114,3004,zip,MT,MT,Helena,"Helena, MT",Lewis and Clark County,326971.99
59602,84115,4389,zip,MT,MT,Helena,"Helena, MT",Lewis and Clark County,387868.88
59631,84122,28304,zip,MT,MT,Basin,"Helena, MT",Jefferson County,222295.88
59632,84123,17491,zip,MT,MT,Boulder,"Helena, MT",Jefferson County,237929.19
59633,84124,26859,zip,MT,MT,Canyon Creek,"Helena, MT",Lewis and Clark County,351879.58
59634,84125,13331,zip,MT,MT,Clancy,"Helena, MT",Jefferson County,453306.7
59635,84126,11667,zip,MT,MT,East Helena,"Helena, MT",Lewis and Clark County,331774.13
59638,84128,27364,zip,MT,MT,Clancy,"Helena, MT",Jefferson County,383845.02
59639,84129,19809,zip,MT,MT,Lincoln,"Helena, MT",Lewis and Clark County,258327.71
59648,84137,22324,zip,MT,MT,Wolf Creek,"Helena, MT",Lewis and Clark County,332984.6
59701,84138,2870,zip,MT,MT,Butte,"Butte-Silver Bow, MT",Silver Bow County,188170.1
59711,84143,10182,zip,MT,MT,Anaconda,"Butte-Silver Bow, MT",Deer Lodge County,187214.04
59714,84145,5125,zip,MT,MT,Belgrade,"Bozeman, MT",Gallatin County,467099.21
59715,84146,2246,zip,MT,MT,Bozeman,"Bozeman, MT",Gallatin County,723839.9
59716,84147,21953,zip,MT,MT,Big Sky,"Bozeman, MT",Gallatin County,1421195.03
59718,84149,1941,zip,MT,MT,Bozeman,"Bozeman, MT",Gallatin County,550591.2
59721,84152,25365,zip,MT,MT,Cardwell,"Helena, MT",Madison County,366949.61
59722,84153,12416,zip,MT,MT,Deer Lodge,"Helena, MT",Powell County,187302.8
59730,84159,16230,zip,MT,MT,Gallatin Gateway,"Bozeman, MT",Gallatin County,964310.71
59741,84167,13235,zip,MT,MT,Manhattan,"Bozeman, MT",Gallatin County,543099.12
59752,84176,14400,zip,MT,MT,Three Forks,"Bozeman, MT",Gallatin County,436525.23
59758,84180,20537,zip,MT,MT,West Yellowstone,"Bozeman, MT",Gallatin County,531322.34
59759,84181,16488,zip,MT,MT,Whitehall,"Helena, MT",Jefferson County,293410.79
59760,84182,30490,zip,MT,MT,Three Forks,"Bozeman, MT",Gallatin County,373072.72
59801,84188,3272,zip,MT,MT,Missoula,"Missoula, MT",Missoula County,395987.72
59802,84189,6752,zip,MT,MT,Missoula,"Missoula, MT",Missoula County,423678.63
59803,84190,7018,zip,MT,MT,Missoula,"Missoula, MT",Missoula County,468659.81
59804,84191,10970,zip,MT,MT,Missoula,"Missoula, MT",Missoula County,503251.47
59808,84194,5753,zip,MT,MT,Missoula,"Missoula, MT",Missoula County,438812.61
59820,84196,22031,zip,MT,MT,Alberton,"Missoula, MT",Mineral County,367983.22
59821,84197,15757,zip,MT,MT,Arlee,"Missoula, MT",Lake County,358291.0
59823,84198,18484,zip,MT,MT,Bonner,"Missoula, MT",Missoula County,441554.29
59825,84200,15782,zip,MT,MT,Clinton,"Missoula, MT",Missoula County,389020.51
59826,84201,18818,zip,MT,MT,Condon,"Missoula, MT",Missoula County,451005.62
59833,84208,11540,zip,MT,MT,Florence,"Missoula, MT",Ravalli County,499989.4
59834,84209,18074,zip,MT,MT,Frenchtown,"Missoula, MT",Missoula County,481830.25
59845,84217,18095,zip,MT,MT,Hot Springs,"Kalispell, MT",Sanders County,178160.91
59846,84218,20622,zip,MT,MT,Huson,"Missoula, MT",Missoula County,487736.18
59847,84219,12521,zip,MT,MT,Lolo,"Missoula, MT",Missoula County,421583.96
59868,84234,18143,zip,MT,MT,Seeley Lake,"Missoula, MT",Missoula County,422406.78
59901,84241,563,zip,MT,MT,Kalispell,"Kalispell, MT",Flathead County,424638.03
59911,84245,9707,zip,MT,MT,Bigfork,"Kalispell, MT",Lake County,575624.44
59912,84246,7666,zip,MT,MT,Columbia Falls,"Kalispell, MT",Flathead County,436787.82
59913,84247,39992,zip,MT,MT,Columbia Falls,"Kalispell, MT",Flathead County,377719.53
59916,84250,25119,zip,MT,MT,Essex,"Kalispell, MT",Flathead County,314439.2
59919,84253,39992,zip,MT,MT,Hungry Horse,"Kalispell, MT",Flathead County,267650.51
59920,84254,18769,zip,MT,MT,Proctor,"Kalispell, MT",Flathead County,505269.23
59922,84256,20318,zip,MT,MT,Lakeside,"Kalispell, MT",Flathead County,618247.1
59925,84258,19702,zip,MT,MT,Marion,"Kalispell, MT",Flathead County,520575.26
59926,84259,39992,zip,MT,MT,Martin City,"Kalispell, MT",Flathead County,347530.7
59927,84260,30490,zip,MT,MT,Whitefish,"Kalispell, MT",Flathead County,427950.35
59929,84262,25360,zip,MT,MT,Proctor,"Kalispell, MT",Lake County,479987.76
59932,84265,19512,zip,MT,MT,Somers,"Kalispell, MT",Flathead County,515114.21
59936,84269,28427,zip,MT,MT,West Glacier,"Kalispell, MT",Flathead County,594532.55
59937,84270,7787,zip,MT,MT,Whitefish,"Kalispell, MT",Flathead County,637404.9
60002,84272,4441,zip,IL,IL,Antioch,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,247241.24
60004,84273,751,zip,IL,IL,Arlington Heights,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,353316.8
60005,84274,3799,zip,IL,IL,Arlington Heights,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,314412.27
60007,84276,2946,zip,IL,IL,Elk Grove Village,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,282472.01
60008,84277,5766,zip,IL,IL,Rolling Meadows,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,236436.91
60010,84279,916,zip,IL,IL,Barrington,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,519146.17
60012,84281,8527,zip,IL,IL,Crystal Lake,"Chicago-Naperville-Elgin, IL-IN-WI",McHenry County,337635.85
60013,84282,4903,zip,IL,IL,Cary,"Chicago-Naperville-Elgin, IL-IN-WI",McHenry County,264289.99
60014,84283,1084,zip,IL,IL,Crystal Lake,"Chicago-Naperville-Elgin, IL-IN-WI",McHenry County,256642.57
60015,84284,3896,zip,IL,IL,Deerfield,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,489194.99
60016,84285,523,zip,IL,IL,Des Plaines,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,242906.97
60018,84287,3752,zip,IL,IL,Des Plaines,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,280466.48
60020,84289,11190,zip,IL,IL,Fox Lake,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,187267.41
60021,84290,14862,zip,IL,IL,Fox River Grove,"Chicago-Naperville-Elgin, IL-IN-WI",McHenry County,247610.55
60022,84291,10424,zip,IL,IL,Glencoe,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,992486.07
60025,84292,1788,zip,IL,IL,Glenview,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,446307.53
60026,84293,8354,zip,IL,IL,Glenview,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,622941.64
60029,84294,24412,zip,IL,IL,Golf,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,881888.11
60030,84295,1918,zip,IL,IL,Grayslake,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,254932.07
60031,84296,2567,zip,IL,IL,Gurnee,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,272295.93
60033,84297,8019,zip,IL,IL,Harvard,"Chicago-Naperville-Elgin, IL-IN-WI",McHenry County,201467.68
60034,84298,17998,zip,IL,IL,Hebron,"Chicago-Naperville-Elgin, IL-IN-WI",McHenry County,217743.38
60035,84299,3396,zip,IL,IL,Highland Park,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,520278.54
60040,84303,13394,zip,IL,IL,Highwood,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,331695.02
60041,84304,8983,zip,IL,IL,Fox Lake,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,223625.62
60042,84305,11158,zip,IL,IL,Island Lake,"Chicago-Naperville-Elgin, IL-IN-WI",McHenry County,209244.98
60043,84306,16908,zip,IL,IL,Kenilworth,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,1355448.4
60044,84307,10132,zip,IL,IL,Lake Bluff,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,429456.2
60045,84308,5841,zip,IL,IL,Lake Forest,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,784549.86
60046,84309,2578,zip,IL,IL,Lindenhurst,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,250841.17
60047,84310,1602,zip,IL,IL,Forest Lake,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,462497.76
60048,84311,3069,zip,IL,IL,Libertyville,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,446258.85
60050,84313,3765,zip,IL,IL,McHenry,"Chicago-Naperville-Elgin, IL-IN-WI",McHenry County,225008.91
60053,84315,4699,zip,IL,IL,Morton Grove,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,311778.98
60056,84317,560,zip,IL,IL,Mount Prospect,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,318889.69
60060,84318,2036,zip,IL,IL,Mundelein,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,281780.68
60061,84319,4650,zip,IL,IL,Vernon Hills,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,321894.43
60062,84320,1526,zip,IL,IL,Northbrook,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,498181.64
60064,84321,8126,zip,IL,IL,North Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,137150.52
60067,84323,1425,zip,IL,IL,Palatine,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,352289.29
60068,84324,2038,zip,IL,IL,Park Ridge,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,430707.61
60069,84325,10219,zip,IL,IL,Lincolnshire,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,485648.32
60070,84326,7205,zip,IL,IL,Prospect Heights,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,260201.18
60071,84327,13814,zip,IL,IL,Richmond,"Chicago-Naperville-Elgin, IL-IN-WI",McHenry County,269656.56
60072,84328,17571,zip,IL,IL,Ringwood,"Chicago-Naperville-Elgin, IL-IN-WI",McHenry County,344036.72
60073,84329,625,zip,IL,IL,Round Lake,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,191700.67
60074,84330,2512,zip,IL,IL,Palatine,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,224479.2
60076,84332,2972,zip,IL,IL,Skokie,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,326063.33
60077,84333,3870,zip,IL,IL,Skokie,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,296058.35
60081,84336,10853,zip,IL,IL,Spring Grove,"Chicago-Naperville-Elgin, IL-IN-WI",McHenry County,293594.52
60083,84338,9546,zip,IL,IL,Wadsworth,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,275467.79
60084,84339,7450,zip,IL,IL,Wauconda,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,254243.5
60085,84340,177,zip,IL,IL,Waukegan,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,156328.78
60087,84342,4070,zip,IL,IL,Waukegan,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,172789.46
60089,84344,2248,zip,IL,IL,Buffalo Grove,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,317333.61
60090,84345,2175,zip,IL,IL,Wheeling,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,217173.3
60091,84346,4319,zip,IL,IL,Wilmette,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,676230.46
60093,84348,6225,zip,IL,IL,Winnetka,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,998642.63
60096,84351,12385,zip,IL,IL,Winthrop Harbor,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,191340.92
60097,84352,11257,zip,IL,IL,Wonder Lake,"Chicago-Naperville-Elgin, IL-IN-WI",McHenry County,209709.32
60098,84353,2460,zip,IL,IL,Woodstock,"Chicago-Naperville-Elgin, IL-IN-WI",McHenry County,242719.56
60099,84354,3131,zip,IL,IL,Zion,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,173028.66
60101,84355,2078,zip,IL,IL,Addison,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,288224.72
60102,84356,3696,zip,IL,IL,Algonquin,"Chicago-Naperville-Elgin, IL-IN-WI",McHenry County,289232.52
60103,84357,1891,zip,IL,IL,Bartlett,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,325099.04
60104,84358,6526,zip,IL,IL,Bellwood,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,190349.85
60106,84360,6287,zip,IL,IL,Bensenville,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,266351.32
60107,84361,1948,zip,IL,IL,Streamwood,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,236634.55
60108,84362,5090,zip,IL,IL,Bloomingdale,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,316613.29
60109,84363,30490,zip,IL,IL,Burlington,"Chicago-Naperville-Elgin, IL-IN-WI",Kane County,238057.55
60110,84364,2474,zip,IL,IL,Carpentersville,"Chicago-Naperville-Elgin, IL-IN-WI",Kane County,205515.48
60111,84365,28350,zip,IL,IL,Clare,"Chicago-Naperville-Elgin, IL-IN-WI",DeKalb County,297778.06
60112,84366,20145,zip,IL,IL,Dekalb,"Chicago-Naperville-Elgin, IL-IN-WI",DeKalb County,191399.91
60113,84367,30490,zip,IL,IL,Creston,"Rochelle, IL",Ogle County,145457.18
60115,84368,1443,zip,IL,IL,Dekalb,"Chicago-Naperville-Elgin, IL-IN-WI",DeKalb County,177765.58
60118,84371,6417,zip,IL,IL,West Dundee,"Chicago-Naperville-Elgin, IL-IN-WI",Kane County,293996.31
60119,84372,9252,zip,IL,IL,Elburn,"Chicago-Naperville-Elgin, IL-IN-WI",Kane County,344494.46
60120,84373,830,zip,IL,IL,Elgin,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,211281.05
60123,84376,1179,zip,IL,IL,Elgin,"Chicago-Naperville-Elgin, IL-IN-WI",Kane County,217507.44
60124,399602,4220,zip,IL,IL,Elgin,"Chicago-Naperville-Elgin, IL-IN-WI",Kane County,363156.01
60126,84378,1113,zip,IL,IL,Elmhurst,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,465905.6
60130,84381,8152,zip,IL,IL,Forest Park,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,227567.48
60131,84382,5727,zip,IL,IL,Franklin Park,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,233132.66
60133,84384,2160,zip,IL,IL,Hanover Park,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,237837.19
60134,84385,3585,zip,IL,IL,Geneva,"Chicago-Naperville-Elgin, IL-IN-WI",Kane County,371526.32
60135,84386,11993,zip,IL,IL,Genoa,"Chicago-Naperville-Elgin, IL-IN-WI",DeKalb County,216786.18
60136,84387,12024,zip,IL,IL,Gilberts,"Chicago-Naperville-Elgin, IL-IN-WI",Kane County,303743.98
60137,84388,2004,zip,IL,IL,Glen Ellyn,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,401412.91
60139,84390,3741,zip,IL,IL,Glendale Heights,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,223844.88
60140,84391,5566,zip,IL,IL,Hampshire,"Chicago-Naperville-Elgin, IL-IN-WI",Kane County,291083.09
60142,84393,3708,zip,IL,IL,Huntley,"Chicago-Naperville-Elgin, IL-IN-WI",McHenry County,313205.91
