ZIP,NatWalkInd,total_weight,block_group_rows
32255,10.694173,1075.358,2
32256,9.925134,21400.064,14
32257,9.770364,27992.553,20
32258,8.182115,696.084,9
32259,7.34688,23276.779,8
32260,7.833333,788.718,1
32266,14.024278,7001.451,7
32277,11.064309,21198.268,23
32301,13.698707,28540.259,34
32302,15.136197,1261.354,4
32303,10.104779,44651.881,50
32304,12.679006,34034.45,38
32305,5.962535,14406.353,25
32308,9.864507,8250.864,16
32309,7.318785,16349.728,14
32310,8.572589,15878.365,21
32311,9.400878,12362.443,11
32312,7.097597,13595.033,19
32314,11.833204,1278.717,5
32315,13.190256,1727.256,4
32317,6.059816,12868.465,8
32318,11.78387,1228.853,2
32320,6.625516,3297.925,5
32321,3.071046,316.471,4
32322,7.110165,885.777,2
32324,3.675037,4674.584,14
32327,4.563156,52.167,5
32328,8.656786,3307.708,5
32331,2.889855,3478.423,18
32332,3.550692,1329.639,9
32333,4.476584,5021.635,5
32334,2.833333,2023.85,2
32336,3.502265,1200.093,7
32340,6.233735,10947.681,16
32343,5.648066,3376.13,2
32344,3.788131,3259.373,4
32347,5.949123,3243.054,4
32348,5.949123,1.914,4
32350,3.367961,1265.184,3
32351,5.631841,20308.9,25
32352,4.075278,5968.248,12
32360,2.833333,2.135,2
32362,5.186509,1343.574,2
32401,12.841882,23482.065,28
32402,16.465788,776.329,2
32403,6.333333,3374,1
32404,7.882316,33024.184,32
32405,10.945833,29232.807,41
32406,14.240487,1220.752,3
32407,10.515666,443.282,2
32408,10.260704,14923.413,11
32409,4.611799,3107.085,2
32411,6.89448,846.587,2
32413,8.091151,3941.257,4
32420,3.596909,2114.409,9
32421,3.068149,3588.002,5
32423,3.490982,2039.08,6
32424,3.292167,203.317,2
32425,2.871386,6813.245,8
32426,3.833333,858.336,2
32427,2.923506,1142.302,2
32428,5.103658,16625.277,18
32430,2.816501,1117.547,3
32431,4.585029,4335.429,15
32433,2.190628,2096.242,4
32435,2.67208,1299.4,5
32437,3.914149,904.099,5
32438,3.058363,441.109,8
32439,5.388233,8229.628,5
32440,3.264941,1182.438,8
32442,4.195801,2310.371,9
32443,3.468328,3804.435,13
32444,9.991887,22368.865,18
32445,3.509515,1686.748,3
32446,6.43248,8955.236,27
32447,9.134028,1577.878,4
32448,5.314886,8456.245,22
32449,2.816501,653.091,3
32455,2.999774,2494.452,9
32456,7.459282,5749.301,5
32460,3.43666,630.493,3
32462,3.661066,4405.985,11
32464,2.190628,541.692,4
32465,4.147146,2.284,4
32466,3.959758,475.292,6
32501,15.748578,9537.435,17
32502,17.105232,2512.866,4
32503,11.845042,30537.689,34
32504,11.056704,21019.208,28
32505,13.208234,21119.412,29
32506,8.960187,33650.139,27
32507,10.631457,21918.903,26
32508,10.957815,5381,3
32513,13.474134,597.596,2
32514,9.476738,30148.174,21
32516,13.304004,1512.033,4
32522,14.5,500.776,1
32523,14.5,633.992,1
32524,12.504597,2058.047,4
32526,6.29771,26309.498,16
32531,3.836997,95.983,3
32533,5.336691,25938.603,24
32534,8.775577,13260.196,14
32535,4.853386,5769.663,10
32536,7.861775,8052.263,8
32539,7.462869,7708.268,12
32540,10.5,1166.478,1
32541,9.079941,17741.522,14
32542,7.315295,4155.048,11
32544,5.836702,3093.316,3
32547,8.987925,26997.844,19
32548,9.112664,17672.473,20
32549,10.089274,2188.134,3
32560,6.259717,1568.942,2
32561,7.000548,7745.3,9
32562,7.47825,1407.21,6
32563,7.941813,16270.489,15
32564,4.401803,567.434,6
32565,4.103392,4564.66,9
32566,6.1958,4817,2
32567,4.333333,1744.066,1
32568,3.331931,2805.17,10
32569,7.521793,13431.249,12
32570,5.183146,14259.384,16
32571,7.438638,19901.957,10
32572,6.680977,2191.721,3
32577,3.43827,4182.948,13
32578,7.857607,30057.791,27
32579,7.636497,10187,10
32580,8.5876,3383.62,5
32583,5.171315,14669.861,8
32588,7.456543,1780.941,3
32591,17.513962,589.71,2
32601,14.58608,11022.79,26
32603,13.412381,14390.222,10
32604,14.441148,1158.568,5
32605,11.879343,21812.199,27
32606,10.917335,22912.82,28
32607,10.20781,15116.797,21
32608,10.482624,35336.701,32
32609,10.692678,18319.21,31
32614,14.333333,1717.398,1
32615,5.365504,2243.863,12
32617,5.660147,2739.299,7
32618,5.588482,5002.356,9
32619,3.929414,4863.023,9
32621,4.226673,241.71,5
32622,4.792859,350.832,5
32625,4.717923,1530.711,5
32626,5.518196,3113.289,8
32627,16.748948,1178.958,2
32628,5.790679,4894.464,3
32631,3.646394,107.624,3
32635,9.804281,1814.599,3
32640,4.260528,6404.245,18
32641,10.142099,15202.96,24
32643,4.51,3432.269,12
32644,7.356496,2302.04,3
32653,8.126917,13003.779,27
32656,6.034287,6160.815,7
32666,5.360936,4480.991,23
32667,5.825398,2145.634,6
32668,5.054104,289.789,6
32669,6.576641,15717.838,15
32680,5.790679,251.536,3
32693,4.85238,9258.614,16
32694,3.943945,1950.071,8
32696,6.473735,6056.595,9
32701,10.522626,20337.899,18
32702,4.924718,2688.85,7
32703,10.607875,40650.575,33
32704,7.166667,1531.185,1
32707,8.929376,34975.738,42
32708,8.577116,43458.862,37
32710,7.059162,1101.341,2
32712,8.295243,20233.909,19
32713,9.935521,11398.03,17
32714,11.715398,35444.74,29
32715,13.736536,1702.626,3
32716,12.001356,2078.602,4
32718,13.878765,1427.824,2
32719,8.205513,2269.823,4
32720,7.960022,26526.427,40
32721,16.830229,1195.727,2
32724,8.408507,32741.957,35
32725,10.13414,33018.009,25
32726,8.753514,16577.408,15
32727,8.607272,1773.394,3
32728,10.655566,2147.5,4
32730,13.748127,850.371,7
32732,5.035796,5030.056,4
32733,16.166667,1387.056,1
32735,4.693151,1386.904,5
32736,5.531738,7693.18,8
32738,6.721174,19648.946,16
32744,6.791967,4615.812,4
32746,8.510136,40187.708,34
32750,10.022092,16165.649,34
32751,10.873558,13272.804,27
32752,10.02615,1500.121,3
32754,3.524595,2124.763,6
32756,11.04394,1674.839,4
32757,8.27564,12118.508,16
32759,7.174068,3496.867,4
32762,8.692452,2289.239,2
32763,10.385812,15534.909,8
32764,4.726345,3348.809,6
32765,8.581139,61700.284,35
32766,5.169021,6520.14,2
32767,4.712539,502.312,3
32768,4.935188,1007.012,4
32771,10.754371,26063.879,37
32772,18.812248,872.599,2
32773,9.370378,19859.253,21
32774,14.579765,1160.496,2
32776,6.077334,325.822,2
32777,8.696379,471.432,2
32778,7.912369,17635.182,17
32779,8.048858,21866.467,26
32780,7.912573,33965.107,30
32784,4.175686,3965.062,8
32789,12.310691,21055.377,37
32790,17.079306,1292.741,3
32792,11.767505,44780.45,40
32793,16.166667,1266.037,1
32794,12.29503,1356.929,3
32795,11.01145,2067.232,2
32796,11.967516,9033.789,11
32798,4.935188,2824.443,6
32801,15.287073,4578.026,20
32803,14.957913,16089.047,33
32804,14.890736,17366.25,24
32805,14.132624,17867.854,23
32806,13.000643,26070.948,35
32807,11.938693,26786.827,21
32808,11.985611,44903.336,24
32809,12.237054,17427.865,24
32810,9.807047,28815.335,18
32811,12.179135,36897.773,23
32812,11.70606,33458.968,23
32814,15.519065,1012.533,7
32817,9.261909,29085.028,12
32818,10.139487,51114.465,26
32819,9.658535,26736.393,11
32821,9.429472,6011.934,4
32822,12.23328,51820.145,23
32824,7.313627,7018.047,6
32825,7.756034,34877.742,10
32826,11.150327,9374.289,5
32827,8,10202.966,2
32828,6.459741,11129.479,2
32829,7.518924,6418.211,3
32831,5.333333,305.516,1
32832,8,1.133,2
32835,11.075464,28191.85,13
32836,6.765607,7841.389,4
32837,10.349281,24231.062,8
32839,13.098153,35581.281,17
32855,14.935459,1489.548,4
32856,15.707151,1221.962,2
32857,14.252581,2066.844,2
32858,13.896251,2437.354,2
32859,9.659148,2448.791,4
32860,14.185166,2293.926,3
32861,12.659929,3128.067,2
32862,8,951.854,2
32867,5.5,1566.627,1
32868,11.833333,3746.384,1
32872,11.833333,2880.489,1
32877,15.166667,2400.004,1
32901,12.438085,14433.017,17
32902,16.716353,1544.669,2
32903,11.695867,14162.338,8
32904,8.857304,17136.443,19
32905,11.369521,9773,7
32907,9.261711,16515.994,11
32909,6.545692,7469.1,10
32920,15.062689,6074.323,9
32922,14.227978,10794.368,19
32923,16.804474,705.079,2
32924,15.488095,1083.978,3
32925,6.666667,1506,7
32926,10.249642,5818.819,7
32927,7.810777,13842.964,12
32931,12.431008,8253.677,8
32934,8.270884,10518.977,6
32935,12.604742,39519.862,34
32936,14.35371,1119.526,3
32937,11.611936,27039.11,23
32940,9.566351,19723.538,8
32941,9.9185,1818.942,4
32949,5.728413,2924.135,4
32950,6.268748,3812.12,3
32951,6.783246,12029,9
32952,7.268376,17124,11
32953,12.259369,11287,7
32955,10.266622,34237.439,23
32956,9.268158,1395.031,2
32957,9.656699,1186.761,3
32958,7.562512,15429.826,13
32960,9.349423,10403.956,16
32962,6.748408,12758.578,13
32963,8.381812,4055.526,8
32964,9.785553,601.08,2
32965,7.129511,573.888,2
32966,6.756041,4429.795,6
32967,6.077664,7256.126,6
32968,6.350877,2804.783,13
32976,5,6.677,1
32978,7.223629,1986.682,2
33001,6.00751,3.849,3
33004,15.223517,11079.509,13
33009,12.879211,21257.194,16
33010,15.204858,38570.069,24
33011,16.310374,2463.176,2
33012,14.790183,31956.446,28
33013,14.296775,20999.106,27
33014,15.587143,15022.879,12
33015,11.970716,14678,11
33016,13.817016,33253.311,13
33018,15.149101,10699.243,5
33019,12.356644,9492.306,11
33020,13.960807,25382.598,33
33021,13.951794,39482.168,45
33022,15.205418,1934.682,2
33023,13.064901,63162.698,38
33024,13.270875,62672.547,45
33025,11.032573,29396.754,15
33026,11.610375,30791.87,24
33027,10.149525,14583.663,9
33028,9.801888,17267.987,10
33029,9.853397,16301.74,8
33030,4.66718,2033.694,6
33031,4.66718,1932.988,6
33032,10.852006,1464.039,7
33033,11.250807,22524,11
33034,4.66718,1026.638,7
33036,7.938423,3213.547,6
33037,8.942534,7622.148,14
33040,13.686669,28588.9,25
33041,12.666667,745.487,1
33042,10.877874,6729.399,6
33043,9.071496,4928,4
33045,11.931287,1784.214,3
33050,10.47342,8858.703,12
33051,7.959266,729.081,2
33052,11.405172,733.366,2
33054,13.857164,10989.273,21
33055,13.680279,18460.44,8
33056,12.770218,18839.243,18
33060,14.540747,24249.299,23
33061,18.232451,1223.297,3
33062,13.555847,17105.926,28
33063,12.957995,46616.722,32
33064,12.290321,60553.741,42
33065,12.629525,54936.496,33
33066,10.528398,18870.236,11
33067,9.926307,29581.427,28
33068,11.610087,44002.589,25
33069,9.842866,11544.791,14
33070,8.028325,5569.305,10
33071,12.027456,37652.084,24
33073,12.693674,22949.438,23
33074,11.153534,1568.711,4
33075,16.057308,1634.268,3
33076,10.432655,36177.198,17
33077,14.421481,2186.916,2
33081,12.361071,1790.626,3
33082,9.166667,2331.703,1
33083,16.53147,2446.688,4
33084,13.135373,2093.907,3
33093,13.962882,1900.889,3
33097,13.333333,1157.562,1
33101,15.344684,1439.867,4
33109,15.946174,721.268,6
33114,19.666667,1222.839,1
33119,13.893275,1127.424,4
33122,13.241139,1136.535,4
33124,14.407941,981.112,2
33125,15.065708,36965.208,24
33126,12.618131,24302.719,18
33127,15.259212,30677.936,48
33128,14.750927,5432.092,12
33129,10.661029,6050.334,15
33130,14.635701,1943.186,15
33131,16.573515,11268.123,9
33132,15.228039,4977.547,7
33133,14.771714,21176.423,24
33134,17.025139,16249.12,14
33135,14.14864,29782.913,30
33136,15.318141,9710.361,24
33137,15.846746,20459.669,26
33138,15.030027,25903.415,35
33139,15.869465,32651.7,47
33140,15.241393,20424.23,23
33141,14.251223,40451.901,32
33142,14.722916,51953.82,49
33143,12.495826,18343.395,31
33144,16.724716,10582.076,13
33145,15.642196,17973.904,20
33146,13.402545,11465.122,14
33147,14.524302,24685.653,40
33149,12.987705,13054,10
33150,14.447975,27272.276,45
33153,15.77274,1489.064,4
33154,15.90174,14875.478,22
33155,15.170283,22160.848,25
33156,12.187548,24004.849,37
33157,13.301379,44733.41,59
33158,13.277439,6196.668,7
33160,13.822729,41459.196,43
33161,15.313721,31431.661,39
33162,15.37786,27119.59,18
33163,14.290693,837.938,3
33164,16.331178,1744.467,2
33165,14.257681,27313.764,21
33166,15.15276,8610.959,13
33167,14.357121,8460.78,21
33168,13.645547,26961.732,36
33169,13.939309,19565.284,21
33170,10.065959,3315.919,12
33172,12.866331,28989.251,23
33173,15.058089,15268.2,13
33174,15.897184,16580.24,15
33175,14.898669,35212.302,27
33176,11.728801,17882.126,31
33177,12.695859,26312.774,23
33178,13.339153,19406.549,13
33179,12.382773,25071.376,31
33180,13.002602,14130.84,21
33181,13.723337,13748.037,13
33182,11.945561,14575.898,11
33183,13.246245,24706.038,17
33184,14.741919,10702.305,8
33185,14.618046,10490.187,10
33186,12.449136,21753.233,26
33187,9.324936,6662.8,11
33189,11.658923,14259.42,19
33190,12.512721,2805.045,9
33193,13.233272,32959.962,17
33196,10.433767,37072.71,32
33197,13.337366,1626.668,2
33222,13.241139,1174.322,3
33233,15.503922,820.024,2
33234,18.11784,572.041,4
33238,15.826193,2508.383,3
33242,14.205384,2156.513,2
33243,17.026512,1696.648,2
33247,13.479581,1795.157,3
33255,13.999795,1160.035,3
33256,14.273796,4276.253,8
33257,14.827485,1469.455,3
33261,14.166667,1855.454,1
33266,17.369951,1998.041,3
33269,14.259911,2799.367,3
33283,17.666667,1957.456,1
33301,13.849074,8251.67,12
33303,16.799313,572.25,3
33304,14.561554,16146.829,28
33305,14.747603,11808.832,29
33306,12.088418,3579.361,16
33307,16.823803,1315.731,4
33308,14.110891,23416.234,30
33309,13.30161,40311.678,35
33310,12.899035,3242.828,3
33311,13.658706,54296.333,53
33312,12.779738,47852.226,45
33313,12.255597,56695.654,44
33314,12.450416,15408.382,20
33315,13.853177,9317.293,12
33316,14.527306,8209.813,22
33317,11.86773,36337.653,42
33318,15.37673,2089.545,2
33319,10.937106,39967.999,38
33321,13.156061,25268.216,12
33322,11.87322,34451.592,26
33323,12.368285,20943.972,12
33324,11.115478,31359.519,25
33325,9.61311,18183.542,22
33326,10.079179,26001.825,17
33327,6.805979,12127.356,7
33328,8.895776,27559.297,24
33329,12.229573,2612.352,2
33330,9.325345,14472.752,21
33331,8.333253,12352.263,18
33332,6.687964,6896.871,8
33334,15.142513,28855.001,37
33335,16.738139,1168.191,3
33338,15.378989,1272.586,3
33339,15.159846,1123.912,3
33345,8.069742,2542.457,3
33346,14.581322,572.609,3
33348,13.333333,428.696,1
33351,13.407614,36183.502,28
33355,8.069742,1543.913,3
33359,14.333333,776.557,1
33401,13.504713,22887.546,27
33402,17,599.128,1
33403,14.855225,12612.334,24
33404,12.594081,24670.706,26
33405,16.022299,20542.514,20
33406,12.417111,16127.809,19
33407,13.920874,31747.081,23
33408,11.975847,16556.292,26
33409,13.015085,23074.497,24
33410,12.053579,28703.726,32
33411,8.934128,40367.653,22
33412,6.747811,4840.549,9
33413,11.651348,17879.448,21
33414,9.037337,53754.812,31
33415,11.811428,51166.229,45
33417,11.703516,27320.532,21
33418,8.093127,30721.634,22
33419,12.701359,2193.857,3
33420,15.056783,1513.889,2
33421,11.280187,3257.279,2
33424,12.068483,1293.115,2
33425,14.404224,1826.527,3
33426,12.772654,13941.676,20
33427,13.46937,1414.565,2
33428,9.749833,35079.082,26
33429,17.272583,1449.332,2
33430,11.41998,22311.643,16
33431,12.278375,17127.607,19
33432,13.327068,12173.02,16
33433,9.439022,30557.784,27
33434,9.714772,17507.206,33
33435,13.464467,23785.569,26
33436,10.918235,29869.721,38
33437,8.453221,37457.57,29
33438,10.039286,665.634,2
33440,5.673434,8682.063,11
33441,12.966425,20119.542,23
33442,11.452709,29969.144,20
33444,14.415845,23442.757,24
33445,11.296956,24572.017,20
33446,7.632054,19148.732,23
33449,11.451105,2649.822,6
33454,14.600613,2154.079,2
33455,6.684813,18150.113,17
33458,9.588852,32726.382,16
33460,14.478313,32860.631,28
33461,12.932454,33368.314,35
33462,12.772572,30856.665,22
33463,11.46433,50007.085,41
33465,15.859793,1778.784,3
33466,13.442026,2161.295,3
33467,8.827641,38099.685,36
33469,6.442226,8329.019,8
33470,7.063003,241.38,6
33471,4.241866,2452.139,10
33472,6.894758,13312.362,11
33474,9.166667,1794.689,1
33475,7.79138,1907.064,2
33476,8.727509,7889.366,4
33477,8.606056,13699.32,13
33478,6.253829,7419.761,5
33480,11.411172,2548,3
33482,13.948018,1255.324,2
33483,13.880761,12184.217,26
33484,11.046388,17345.39,28
33486,10.562271,14830.966,21
33487,9.47345,8893.141,10
33488,8.792685,734.658,3
33493,10.920965,5486.736,2
33496,7.657008,21823.24,14
33498,7.210833,15399.76,15
33508,9,788.304,1
33509,11.925474,2184.627,3
33510,8.656537,29120.61,27
33511,8.990373,41201.204,43
33513,5.356942,11513.408,10
33514,6.002936,380.189,3
33523,6.52459,16892.473,27
33524,6.422337,775.701,3
33525,7.57025,15866.537,30
33526,15.395885,1678.417,2
33527,5.58911,13928.802,38
33530,4.871886,1329.936,2
33534,7.804707,16889.742,9
33538,6.316984,5891.393,9
33539,14.917039,1795.869,3
33540,6.136051,8167.005,15
33541,7.37432,12685.068,20
33542,11.601924,19245.727,33
33543,6.143624,27012.778,20
33544,7.47375,27136.84,17
33545,5.034779,18217.308,14
33547,7.259232,18026.393,10
33548,7.142273,9204.794,23
33549,6.972644,15193.826,28
33556,6.380861,21288.155,25
33558,6.57144,22677.437,21
33559,7.547863,16819.643,30
33563,8.591008,30521.347,36
33564,6.979205,425.402,3
33565,4.562815,13050.374,12
33566,6.383116,18384.484,26
33567,4.229355,11724.715,13
33569,7.249365,17279.348,9
33570,7.020012,26249.009,16
33571,8.530076,738.452,2
33572,6.407139,18864.88,9
33573,5.927938,19631.195,15
33575,8,1707.004,1
33576,5.861453,6936.827,13
33578,9.24174,41658.502,26
33579,6.841516,33315.149,12
33583,8.047325,2028.285,2
33584,7.823767,21333.774,29
33585,5.945858,771.824,9
33587,4.529215,1295.068,2
33592,6.220704,10708.332,19
33594,7.62928,30930.617,24
33595,7.100437,2253.729,3
33596,7.367333,30598.287,27
33597,4.625969,3670.979,12
33598,5.429949,17551.912,12
33601,18.166667,243.507,1
33602,15.633469,13463.088,25
33603,14.448559,20722.813,39
33604,14.291498,31486.608,49
33605,13.852128,15135.013,30
33606,13.846831,17308.55,30
33607,14.254278,11677.923,38
33609,14.767992,15707.777,34
33610,12.747536,39996.028,56
33611,11.555708,30785.689,42
33612,13.470573,40250.482,55
33613,12.36339,23637.919,26
33614,12.564603,20774.135,20
33615,10.879768,32331.582,31
33616,12.263451,13568.769,17
33617,12.211616,42954.583,37
33618,9.588217,25422.114,36
33619,9.840793,35613.594,37
33621,9.833333,2512.662,7
33624,8.886183,37475.642,31
33625,10.374265,26421.296,26
33626,7.76943,16221.395,13
33629,14.170636,24583.884,51
33634,11.844101,16583.468,22
33635,11.055339,875.78,5
33637,9.82422,17095.416,17
33646,8.738875,2125.529,6
33647,7.246684,28450.894,20
33672,18.166667,236.286,1
33673,16.876402,493.431,3
33674,16.876402,655.883,3
33677,15.558931,901.961,3
33679,16.275341,1759.965,6
33680,12.510338,2408.906,2
33681,13.579385,1456.065,4
33682,14.382144,1527.233,3
33685,13.98353,2664.529,4
33687,12.182812,1880.252,3
33688,12.656006,1779.408,3
33689,10.5,2153.012,1
33694,11.5,1291.173,1
33701,14.026188,2553.985,12
33702,13.619344,27359.797,33
33703,10.632931,22772.847,29
33704,13.642657,14104.596,24
33705,13.154276,27096.674,44
33706,13.066768,8512,9
33707,13.801076,22241.125,39
33708,13.472898,14113.542,24
33709,13.206733,24382.366,43
33710,14.506074,31968.264,41
33711,13.60815,15818.638,25
33712,13.134117,24261.96,48
33713,14.878014,27054.454,41
33714,13.695796,12112.356,22
33715,8.360955,7488,9
33716,11.436127,8428.447,7
33732,16.025099,1336.885,2
33733,16.784633,1802.506,5
33734,16.085534,1011.865,3
33738,14.460815,596.909,2
33742,8.963635,1501.553,2
33743,16.023379,2320.275,3
33744,13.87948,785.821,2
33755,13.692076,19304.336,23
33756,14.47298,16376.725,27
33758,14.600691,3140.852,5
33759,10.935456,17410.052,22
33760,11.042757,19451.447,12
33761,13.065546,20214.121,23
33762,10.189101,5653.22,10
33763,12.109926,12852.919,16
33764,12.634756,22862.852,35
33765,14.448136,6546.637,26
33766,12.466009,1437.795,2
33767,11.33549,4947,5
33770,14.445098,12919.988,28
33771,12.454222,20024.627,27
33772,11.412646,21472.317,24
33773,11.930895,14216.189,13
33774,12.485074,18933.455,22
33775,13.255657,1954.502,3
33776,12.083621,12367.379,14
33777,11.305896,17104.452,18
33778,10.659305,10472.517,20
33779,14.290091,1497.453,3
33780,13.828396,2000.815,3
33781,13.482519,18488.461,30
33782,12.165542,17607.721,20
33784,16.784633,145.443,5
33785,14.030244,5835.543,11
33786,8.5,1632,1
33801,12.604803,33313.123,35
33802,17.66759,1431.945,3
33803,12.936571,28341.968,39
33804,14.412472,2159.408,2
33805,10.596837,22872.701,20
33806,16.799812,1032.605,2
33807,10.970278,1510.895,2
33809,4.456269,17337.193,22
33810,5.871811,38885.298,15
33811,6.221446,22081.411,13
33812,9.196719,7911.819,5
33813,9.113909,29789.873,26
33815,13.174026,13549.632,23
33823,6.464356,31409.114,24
33825,7.45793,15600.945,20
33827,4.275707,3122.081,7
33830,7.801807,26144.89,34
33831,10.080889,1197.526,2
33834,6.027238,5105.544,7
33836,5.1578,2057.091,3
33837,6.140672,12929.859,10
33838,3.519977,1175.239,6
33839,5.875305,5214.563,8
33840,10.856247,2662.937,3
33841,6.452271,8952.673,19
33843,4.667282,12952.669,22
33844,6.925982,20169.515,24
33846,13.191419,1691.129,2
33849,3.734713,46.68,3
33850,7.224858,7965.252,13
33852,5.536054,5522.719,7
33853,9.192739,5080.693,4
33854,3.742452,561.42,3
33856,3.742452,589.059,3
33857,4.916028,1748.637,8
33858,5.1578,709.313,3
33859,5.175339,6709.647,12
33860,6.527163,8246.713,10
33865,4.26349,23.076,2
33867,4.867123,1258.537,3
33868,4.843572,11812.739,12
33870,7.084444,13620.639,27
33871,8.746236,1477.999,3
33872,6.57498,8193.713,10
33873,5.173649,1767.931,6
33875,6.175115,5851.402,5
33876,4.36924,2936.269,4
33880,7.428669,27207.004,36
33881,8.314185,28682.443,35
33882,16.97867,421.017,2
33883,16.97867,724.466,2
33884,6.907783,27384.353,24
33890,3.761706,6105.469,7
33896,6.229627,10196.933,9
33897,6.798613,2873.819,5
33898,4.743129,13588.658,20
33901,13.046218,10071.741,20
33902,15.151724,1040.353,3
33903,12.175929,11918.271,25
33904,11.479199,23393.469,39
33905,9.713858,28427.386,34
33906,13.751882,1396.503,2
33907,13.002217,18392.598,20
33908,8.68212,16575.654,29
33909,10.49779,13804.532,20
33910,12.496833,792.129,3
33912,7.498761,14831.374,19
33913,4.336056,1521.367,9
33914,9.332915,11632.652,13
33915,13.581316,2424.099,3
33916,12.494597,10614.368,20
33917,8.056443,20070.171,21
33918,10.78127,934.974,2
33919,10.051834,24443.013,28
33920,4.885681,5561.336,13
33921,9.172822,704,3
33922,6.446585,3731.271,6
33924,5.796667,200,3
33928,7.61287,14988.133,11
33931,12.596005,10211.507,22
33932,13.17572,1127.927,5
33935,5.035344,10122.879,7
33936,10.442431,14783.663,25
33938,7.807786,1143.566,4
33946,6.766193,1006,3
33948,7.511954,14705.587,13
33949,8.080975,3210.385,3
33950,8.028038,11825.07,14
33951,9.443248,1447.829,3
33952,8.526159,23204.696,20
33954,8.939731,1779.973,5
33955,5.254565,2166.806,3
33956,6.636178,60.866,3
33957,6.951043,7224,11
33960,4.499603,635.982,4
33967,11.10249,16337.027,9
33970,12.184062,1783.971,4
33971,7.81781,24142.027,33
33972,5.063737,7258.339,10
33973,6.548449,15226.327,6
33974,5.808291,14451.329,27
33976,6.662395,19145.749,18
33980,7.523792,9746.935,11
33981,6.5,3683.364,1
33982,5.256691,8933.682,6
33983,5.901384,14499.911,8
33990,12.28571,13990.675,23
33991,9.633463,6343.321,6
33993,6.296257,777.863,3
34101,7.614837,1363.768,2
34102,8.734384,10990.67,22
34103,9.536585,12793.814,20
34104,7.339348,10566.378,13
34105,6.742026,5541.768,6
34106,7.614837,1059.823,2
34107,8.046955,372.974,2
34108,7.40972,16409.277,22
34109,8.877753,3994.793,7
34110,7.553683,14124.956,15
34112,7.668536,17315.698,19
34113,6.397289,4700.08,8
34114,6.289367,2627,2
34116,7.58674,23351.291,10
34119,6.744064,6577.709,5
34134,10.182875,7188.933,7
34135,5.839603,2372.31,4
34142,6.64984,13359.907,13
34145,9.592705,7200.887,8
34146,9.445049,1390.113,2
34201,7.883701,3673.641,7
34202,8.276055,16379,5
34203,9.557405,21541.884,30
34204,6.970054,732.518,3
34205,14.69171,33186.506,37
34206,16.536251,579.45,2
34207,13.779901,21327.972,27
34208,12.42464,31790.977,27
34209,11.475387,26660.402,29
34210,10.72882,16670.357,23
34212,4.806973,5171.888,3
34215,12.547774,1638.106,4
34217,15.308442,1694,3
34219,5.813654,22522.064,14
34220,13.38877,1541.871,3
34221,10.273961,27617.586,25
34222,8.947516,11765.354,13
34223,10.609149,15189.186,23
34224,7.8374,7015.636,8
34228,12.451137,4690,6
34229,11.338676,4.945,4
34230,17.110642,2639.927,3
34231,14.104639,23881.096,25
34232,12.330418,36606.71,32
34233,12.804181,5340.344,18
34234,14.015526,22814.64,27
34235,11.725437,11308.036,14
34236,14.366056,7483.434,16
34237,15.177162,13367.414,20
34238,7.557509,5519.817,10
34239,14.691162,13719.306,33
34241,8.664414,11392,5
34242,12.969116,5688,7
34243,8.74456,25111.008,31
34251,2.763816,4105.946,4
34266,6.131259,31406.49,30
34269,4.342679,4987.521,7
34270,6.970054,1257.369,3
34272,11.018333,527.82,3
34275,8.523327,11839.368,10
34276,13.338936,1963.7,4
34277,15.548578,1629.294,3
34280,10.670595,1471.965,3
34282,15.480196,1052.063,2
34284,12.209793,680.101,3
34285,10.736235,10827.615,25
34287,10.974115,12736,10
34292,6.576763,7458,8
34293,10.499712,27601.03,19
34420,6.307327,3829.445,7
34428,8.084858,4.854,4
34429,8.059565,4070.078,7
34431,4.68111,817.274,6
34432,5.391649,4967.101,4
34436,4.995707,7713.74,9
34441,5.702952,1373.615,4
34442,5.702952,1477.208,4
34446,5.61491,5275.661,7
34448,6.362494,6231.604,8
34449,4.589183,2539.903,6
34450,5.719923,4093.304,14
34451,8.095611,1379.86,2
34452,6.359369,6950.148,4
34453,5.854192,2044.044,11
34461,5.792705,3965.139,15
34464,11.494565,1235.883,3
34465,11.479114,8145.117,7
34470,11.712688,16265.865,27
34471,11.800241,17775.07,32
34472,7.983802,15383.048,9
34473,5.669969,4866.985,4
34474,11.260391,6708.678,7
34475,10.758989,11237.65,28
34476,5.989694,11659.673,13
34478,14.688256,1774.273,3
34479,7.94649,10794.012,11
34480,7.057434,20358.269,25
34481,5.351542,10980.309,12
34482,5.928703,16187.831,14
34483,9.078109,2651.12,3
34484,5.469302,2669.712,4
34488,6.458313,5076.016,11
34491,5.818686,525.12,7
34498,4.58765,683.458,3
34601,7.319248,20642.019,26
34602,4.790324,7159.386,16
34603,13.892215,1230.747,3
34604,6.553939,11666.457,11
34605,9.100073,1071.877,4
34606,9.872765,24085.427,29
34607,7.849791,6859.696,4
34608,10.818793,33838.699,24
34609,9.961005,35364.147,29
34610,4.932232,14445.259,16
34611,11.890521,2676.031,5
34613,7.284846,13449.031,22
34614,4.172372,7156.907,8
34637,6.587057,8922.523,8
34638,6.150937,25159.931,23
34639,6.622286,27913.708,25
34652,13.221151,18337.669,27
34653,12.45802,18127.45,25
34654,8.37769,22989.812,26
34655,8.606598,38473.415,26
34656,11.793577,1308.558,3
