ZIP,NatWalkInd,total_weight,block_group_rows
44446,7.468477,19985.732,48
44449,3.877383,1250.312,13
44450,3.824056,1896.669,12
44451,4.668479,3023.46,9
44454,5.661983,82.604,4
44455,6.591854,673.418,9
44460,6.302549,25281.522,44
44470,3.387864,3652.648,9
44471,6.528189,10806.333,27
44473,6.222081,3654.483,9
44481,5.128071,10127.264,60
44483,7.299289,24006.807,44
44484,6.933722,21049.486,34
44485,6.275215,13573.388,25
44490,5.424433,753.689,12
44491,3.570874,4237.857,17
44493,4.112291,88.763,4
44501,8.7311,1606.791,4
44502,7.129248,8963.877,35
44503,8.731957,664.653,8
44504,9.164448,4838.242,17
44505,6.798161,12287.902,42
44506,8.11395,1675.023,9
44507,8.384248,5497.821,24
44509,6.386464,11936.885,23
44510,8.941866,2964.87,7
44511,6.079024,18622.824,35
44512,7.676203,27650.703,32
44513,8.202614,911.379,4
44514,6.868068,17976.621,31
44515,6.864413,20383.601,23
44601,7.120837,34986.501,49
44606,5.448482,8259.158,9
44608,5.606851,2523.796,11
44609,4.524928,3668.037,20
44611,3.662315,2015.63,9
44612,6.327094,5067.385,15
44613,5.373257,2161.959,6
44614,7.087497,11625.737,25
44615,5.721563,10676.882,25
44618,5.965991,7020.65,13
44619,4.437242,117.228,7
44620,3.80854,1504.13,4
44621,6.410353,4722.691,17
44622,7.792747,19276.43,31
44624,5.56987,5784.12,20
44625,3.985012,1238.715,13
44626,3.934047,2955.303,20
44627,4.729542,4760.297,11
44628,4.265055,1365.411,10
44629,4.658977,1695.862,4
44630,7.722406,44.957,2
44632,5.398009,3469.018,17
44634,4.411484,2075.461,11
44636,4.425663,3.391,2
44637,4.188552,2733.406,13
44638,3.77393,1843.145,10
44639,5.005283,57.26,3
44640,4.947828,127.762,5
44641,6.597151,20686.032,31
44643,4.836278,3388.65,16
44644,5.658901,4968.644,8
44645,5.365686,2642.627,16
44646,7.967872,43603.498,45
44647,6.438799,19004.811,40
44648,12.704,1042.453,2
44650,12.166667,5.35,1
44651,3.416023,739.458,5
44652,6.065177,81.666,4
44653,5.304424,220.83,2
44654,6.054353,17454.777,23
44656,5.050489,2680.07,10
44657,5.631844,9829.031,28
44659,5.074858,3.921,3
44660,4.315474,20.45,2
44661,3.579106,12.047,3
44662,5.385415,9310.849,27
44663,7.814316,13054.783,30
44666,4.308475,2972.92,12
44667,6.338617,13342.418,19
44669,3.405486,1365.999,11
44670,2.733507,105.266,4
44671,5.102878,163.647,4
44672,7.137696,4759.034,10
44675,4.47144,2062.018,18
44676,5.347698,3790.57,11
44677,5.867521,2575.017,11
44678,5.102878,219.754,4
44680,6.748768,4568.792,11
44681,6.018835,7889.577,13
44683,6.690294,8654.817,20
44685,6.930544,21128.372,17
44688,5.971783,3102.106,17
44689,5.441021,536.05,9
44690,5.499609,25.155,3
44691,7.099179,44539.988,56
44693,4.154636,57.763,2
44695,4.952056,1301.468,7
44697,6.393883,108.34,2
44699,4.329872,1179.346,11
44702,12.58654,936.527,13
44703,9.608609,8323.243,14
44704,8.825146,3562.828,13
44705,8.611473,18096.599,23
44706,7.474856,16922.634,30
44707,8.317746,9695.983,32
44708,8.307625,25500.132,48
44709,8.738256,13060.556,19
44710,9.031956,9443.722,21
44714,8.213989,9182.318,25
44718,7.574989,11055.878,30
44720,8.343496,23779.018,31
44721,6.16172,12546.478,23
44730,4.98209,5985.926,24
44735,7.932301,951.792,2
44802,4.84044,852.319,11
44804,6.281227,1000.279,6
44805,7.039687,31264.763,39
44807,5.326643,2461.07,18
44809,4.357122,10.688,8
44811,6.479631,12806.022,28
44813,5.169589,7971.932,20
44814,3.808328,2538.25,4
44815,5.135331,631.189,4
44817,4.070809,1375.866,18
44818,5.219217,2287.19,16
44820,7.070343,17416.014,30
44822,4.121705,2793.205,15
44824,6.216305,506.474,9
44825,5.226816,35.681,4
44826,5.020375,1624.108,14
44827,6.09454,7002.791,23
44828,4.068498,30.656,4
44830,6.656928,19042.404,28
44833,6.46341,16479.659,49
44836,4.118886,2601.166,15
44837,4.196607,4383.595,17
44838,4.929723,144.101,4
44839,7.039362,12765.229,22
44840,4.196743,2833.914,10
44841,4.850565,822.137,8
44842,6.678307,5889.094,22
44843,4.478874,2518.797,14
44844,4.142127,651.394,8
44846,6.477924,3020.65,13
44847,4.865891,3423.601,14
44849,3.640173,2244.517,15
44850,6.709093,79.225,4
44851,5.223205,5114.83,16
44853,4.343966,1164.902,8
44854,5.244421,1743.944,12
44855,3.13878,1104.057,10
44857,6.354204,23498.56,37
44859,3.933043,1927.66,6
44861,3.846393,22.648,4
44864,5.1189,3298.727,20
44865,4.864954,3317.857,19
44866,4.129932,301.831,4
44867,4.0299,2273.441,8
44870,11.436197,27528.715,38
44871,13.157101,1608.827,4
44874,5.383969,9.851,8
44875,5.843892,13367.571,24
44878,3.338145,2884.825,19
44880,3.689355,569.199,9
44882,3.980936,2678.243,16
44883,7.265333,28653.04,45
44887,4.758789,1035.414,8
44889,4.833084,6774.17,24
44890,5.829127,11088.125,21
44901,11.409432,1189.713,2
44902,9.034783,3476.81,21
44903,6.25641,27634.868,74
44904,5.122637,14097.419,36
44905,6.495953,13197.242,20
44906,7.524373,16645.425,36
44907,7.422247,14800.507,21
45001,7.971077,982.62,5
45002,5.567298,12049.214,26
45003,3.424688,836.122,6
45005,6.658831,29909.738,27
45011,9.448973,38419.142,52
45012,15.700518,425.502,2
45013,7.183857,52818.266,58
45014,7.508134,36723.762,46
45015,11.605022,11936.158,46
45018,7.364774,1465.258,4
45030,6.405327,11069.375,15
45032,3.992317,5.636,2
45033,5.768111,217.881,2
45034,10.367961,1017.446,7
45036,6.326132,32891.084,28
45039,9.808943,9962.67,9
45040,7.765488,14928.598,15
45041,5.507747,834.104,4
45042,8.555466,26969.417,44
45044,10.775471,42465.432,59
45050,7.753181,9656.465,6
45052,6.126612,4160.085,17
45053,4.082743,3499.061,6
45054,4.490841,2376.198,6
45055,15.700518,16.846,2
45056,9.904845,21993.638,23
45061,12.182082,761.304,5
45062,3.950556,3.03,3
45064,3.977216,3338.899,14
45065,5.248768,2978.15,3
45066,7.780314,14390.905,15
45067,7.955487,14912.899,18
45068,4.101372,1231.819,10
45069,7.055918,52982.835,43
45070,3.177173,3.262,3
45071,7.650972,1246.041,4
45101,5.052008,2440.427,6
45102,4.267126,4437.968,13
45103,6.2519,23704.829,28
45106,4.957522,10407.795,17
45107,5.139145,9666.646,19
45111,11.843412,494.386,3
45113,4.027026,4236.664,11
45118,4.538214,3800.728,14
45120,3.350003,683.101,4
45121,6.336168,8762.166,15
45122,4.859845,8263.131,20
45123,5.359857,8942.698,16
45130,3.251543,3825.846,8
45131,5.379462,4.393,8
45133,6.505969,14622.076,35
45135,3.970774,4916.511,19
45140,6.945815,40192.973,35
45142,4.101717,3712.069,14
45144,7.236732,3584.619,10
45146,3.15811,1381.071,6
45147,7.436503,8.015,3
45148,2.877706,1486.382,9
45150,8.515804,25562.848,34
45152,4.498336,6945.992,15
45153,2.898586,477.307,3
45154,3.57983,3381.623,11
45157,4.058779,9060.825,14
45158,3.887789,33.775,2
45159,4.044125,3740.014,14
45160,4.918289,281.86,5
45162,3.706251,2777.658,9
45164,4.776929,217.47,3
45167,5.664368,3585.412,14
45168,4.257377,1234.152,7
45169,3.777252,4758.13,22
45171,4.233957,6359.728,15
45174,11.843412,2127.67,3
45176,4.765569,8169.561,14
45177,5.583461,16252.511,20
45201,18.495423,758.788,3
45202,17.739294,14173.768,45
45203,15.156797,2181.658,8
45204,11.554673,5941.774,28
45205,12.493204,17602.074,25
45206,14.818687,10460.404,21
45207,13.706916,5590.833,17
45208,12.614411,17881.846,28
45209,13.862961,10160.394,13
45211,11.983288,35231.767,51
45212,13.33276,22714.42,35
45213,13.050124,11711.413,20
45214,13.991571,8111.172,31
45215,10.964252,30250.402,57
45216,12.014536,9572.591,40
45217,12.961842,5272.988,16
45218,11.887955,4229.207,9
45219,15.397368,14713.106,21
45220,13.090508,12206.803,15
45222,12.672853,1055.702,2
45223,10.198518,7543.246,22
45224,10.199439,20804.94,30
45225,10.76031,9424.714,18
45226,13.405032,2394.169,13
45227,13.870534,16587.114,32
45229,11.862547,9777.822,31
45230,10.005532,26752.869,25
45231,9.959731,41475.081,79
45232,11.952363,6965.841,19
45233,7.347796,15642.005,30
45236,11.965694,24545.427,46
45237,11.966829,19761.413,42
45238,11.672886,46978.066,54
45239,11.082795,22740.558,35
45240,9.185452,25643.718,39
45241,8.251988,22621.165,30
45242,12.384156,21427.431,36
45243,9.983768,9018.816,13
45244,6.404114,20675.188,34
45245,7.043173,10768.353,22
45246,11.505054,15663.419,28
45247,7.462686,20357.156,31
45248,7.204617,19223.951,34
45249,9.527471,11389.297,18
45250,14.004005,683.323,2
45251,8.696912,20553.457,30
45252,6.097044,4506.97,10
45253,10.577079,2173.805,7
45254,12.932803,1542.498,6
45255,11.116392,17255.718,18
45258,14.512399,889.743,5
45262,11.50147,1268.726,4
45301,7.443761,161.527,7
45302,5.06931,4375.586,13
45303,5.259733,2576.017,10
45304,4.789293,6495.166,17
45305,6.367965,227.723,3
45306,5.09434,2259.568,11
45308,4.500653,4562.509,19
45309,5.406362,12532.014,20
45310,4.717755,284.537,8
45311,4.698681,6274.57,13
45312,4.015664,1233.865,13
45314,6.410467,5358.407,8
45315,6.744436,3152.306,17
45316,4.702637,9.157,4
45317,4.424081,991.244,15
45318,6.759773,5431.702,17
45319,4.94658,236.154,3
45320,6.177186,15684.542,30
45321,3.652841,928.481,4
45322,10.201784,15860.09,23
45323,5.481306,5469.505,10
45324,8.117452,33861.131,34
45325,5.825669,2541.359,12
45326,4.005236,1021.63,9
45327,5.395423,8961.426,20
45328,4.425654,534.74,3
45331,7.15223,13553.604,25
45333,4.096068,1354.455,7
45334,3.365027,2396.804,11
45335,5.131201,7456.194,17
45336,5.506704,2.668,4
45337,3.951189,1686.539,16
45338,5.004384,5119.631,26
45339,3.829585,1369.67,12
45340,3.543433,750.234,11
45341,5.560563,4100.879,14
45342,8.751921,27907.39,43
45343,8.409318,1533.964,3
45344,5.954741,16100.297,41
45345,4.976927,6141.881,14
45347,4.831028,3622.366,9
45348,3.991057,949.523,8
45349,3.934079,21.054,3
45350,3.984898,199.331,4
45351,3.984898,298.997,4
45353,5.011236,110.395,5
45354,3.390724,14.756,2
45356,7.265207,25033.253,42
45358,5.405612,284.249,5
45359,3.960345,1956.587,3
45360,4.778486,284.879,3
45361,3.667533,4.727,5
45362,4.23764,1146.915,11
45363,4.095859,1555.477,8
45365,6.494012,30211.592,45
45368,4.017856,4904.609,13
45369,3.27877,3324.649,9
45370,3.964578,1570.064,2
45371,7.499228,14062.63,25
45373,7.231635,26025.63,38
45377,11.856666,14762.12,10
45378,4.657656,446.66,6
45380,6.328006,5448.927,18
45381,5.099661,5573.601,20
45382,3.912322,1016.154,11
45383,5.695057,7115.737,14
45384,6.556586,9.352,5
45385,6.412649,32243.582,44
45387,7.323787,5263.266,19
45388,4.04135,628.551,11
45389,4.670885,12.433,6
45390,5.89281,3117.749,11
45401,17.140168,1325.67,2
45402,14.829358,9469.054,42
45403,13.245031,14797.639,27
45404,11.050738,4554.135,18
45405,13.809912,16481.104,32
45406,12.604964,20683.986,44
45409,14.245539,15415.096,29
45410,14.059686,16423.946,31
45413,12.74448,1178.644,6
45414,10.935038,19601.787,25
45415,10.340331,12712.338,27
45416,12.081562,5439.939,11
45417,10.621861,29919.612,51
45419,13.2559,14303.682,34
45420,13.044443,25468.998,49
45424,9.506078,50430.491,43
45426,9.383349,15502.581,21
45429,12.03561,26566.973,40
45430,7.180857,7341.993,14
45431,12.310525,13187.989,21
45432,12.689583,7457.391,21
45433,9.786605,2241.407,13
45434,6.687424,11425.322,13
45437,15,729.058,1
45439,12.326375,11432.737,19
45440,10.537865,17345.072,35
45441,10.84538,300.139,3
45449,11.858937,18061.304,21
45458,9.980174,28432.413,19
45459,10.579191,25332.632,43
45475,10.84538,1147.768,3
45490,12.74448,67.836,7
45501,9.207935,1498.419,4
45502,4.626851,15790.276,71
45503,7.105759,24729.11,50
45504,7.912235,16476.088,31
45505,7.640972,20406.344,43
45506,7.263212,13435.781,35
45601,5.87983,45191.531,71
45612,3.053725,4148.044,17
45613,4.012989,3474.522,19
45614,4.264568,3286.126,16
45616,2.46596,1263.717,7
45619,6.801084,5777.799,9
45620,4.922793,918.96,12
45621,5.351133,165.229,3
45622,2.91151,595.144,7
45623,3.068288,3063.874,7
45628,3.004465,1510.131,7
45629,4.255724,3171.418,8
45630,3.55642,14.704,4
45631,6.340326,9876.124,17
45634,5.791502,1783.064,16
45638,7.337768,21347.802,28
45640,5.703091,15273.237,33
45644,4.651494,4988.974,11
45645,4.986544,172.742,12
45646,3.428866,286.034,3
45647,3.0167,2431.994,11
45648,3.997755,12441.815,26
45650,2.214109,513.306,3
45651,5.128477,5561.274,12
45652,3.395669,3525.509,8
45653,4.372856,3998.629,11
45654,3.718029,1042.064,7
45656,4.218566,6950.637,22
45657,3.076463,2820.499,22
45658,3.92087,3225.087,9
45659,3.407823,2542.346,9
45660,5.011298,6339.159,18
45661,5.048612,6433.513,15
45662,7.479719,29716.892,48
45663,4.916,6191.611,12
45669,5.397514,10599.869,10
45671,3.275565,470.57,11
45672,2.914561,2003.265,12
45673,3.542564,359.826,4
45678,3.7327,280.519,10
45679,4.756016,2538.44,4
45680,6.820011,7035.988,13
45681,2.883929,1564.842,4
45682,4.23303,1983.014,14
45684,2.996425,1980.529,7
45685,4.111955,1397.464,11
45686,3.310046,3714.629,19
45688,2.293454,495.785,5
45690,6.327457,10657.482,25
45692,5.963878,8804.977,28
45693,6.813636,4717.22,10
45694,3.727959,5655.357,16
45695,2.839702,669.938,3
45697,4.463279,2536.403,15
45701,11.192803,35932.074,33
45710,3.645483,5520.387,18
45711,3.864215,1054.657,12
45714,9.331337,6138.299,11
45715,4.822969,2531.892,15
45716,5.844368,179.91,4
45719,7.900788,113.373,3
45723,4.451075,3609.501,19
45724,3.748792,1265.73,8
45727,3.199577,527.519,9
45729,3.66458,1760,10
45732,5.046215,5041.312,22
45734,2.653633,477.997,4
45735,3.874969,1783.476,13
45739,4.569933,63.347,3
45740,5.680348,405.712,5
45741,3.816899,1014.179,7
45742,3.820379,513.571,8
45743,4.04598,1496.553,8
45744,5.077247,3084.712,19
45745,4.006463,824.312,13
45746,4.694897,649.894,9
45750,7.187451,25903.026,23
45760,6.99261,3098.889,16
45761,5.656241,1890.747,15
45764,6.119806,9523.104,19
45766,3.730053,1435.384,10
45767,2.653633,566.927,4
45769,5.420536,6546.628,19
45770,4.308262,718.246,8
45771,4.831544,3400.878,15
45772,4.039955,2070.122,4
45773,6.379469,162.315,3
45775,3.861338,1425.404,12
45776,3.657559,869.494,7
45778,3.971594,881.049,6
45779,7.280751,628.747,3
45780,12.191523,3294.476,7
45782,5.680348,278.927,5
45784,3.731619,2767.473,8
45786,4.130571,3289.737,13
45788,5.986128,637.045,11
45789,2.653633,26.997,4
45801,6.745138,17862.754,43
45802,11.161862,824.421,3
45804,7.452106,13195.336,24
45805,8.090285,22110.377,32
45806,5.321749,10674.195,29
45807,6.470001,4429.887,28
45808,4.55381,392.878,4
45809,5.465417,185.049,2
45810,3.667258,1788.741,14
45812,3.458781,1813.348,9
45813,5.624934,3385.734,11
45814,4.624118,2904.805,10
45815,5.436766,2.574,4
45816,8.464356,1.937,5
45817,6.636767,6836.414,17
45819,4.359911,233.355,4
45820,4.55381,532.126,4
45821,4.642552,1241.483,10
45822,6.551219,19101.245,33
45826,6.151257,334.751,4
45827,5.085179,2254.118,15
45828,6.741649,6228.899,16
45830,5.822265,6014.825,13
45831,5.272894,3224.521,15
45832,4.610674,2712.212,11
45833,6.832096,10950.219,24
45835,3.535213,463.98,3
45836,3.563766,1526.83,11
45840,7.586916,46305.977,48
45841,4.479907,1001.357,13
45843,4.265668,4196.275,23
45844,5.216418,3068.976,16
45845,5.278693,2948.753,18
45846,4.755645,4326.832,16
45849,4.280535,1120.993,12
45850,3.487772,3537.48,18
45851,4.708718,550.131,8
45853,5.272559,1155.505,3
45854,3.6623,188.586,5
45855,4.904954,8.084,4
45856,5.48789,5169.397,19
45858,5.259204,48.354,10
45859,3.459042,405.7,4
45860,6.146298,2291.812,8
45861,4.203909,70.471,4
45862,4.583642,1318.295,12
45863,4.651982,927.277,4
45864,5.297462,73.141,4
45865,6.717669,5286.086,20
45866,4.477602,89.785,2
45867,4.587769,1140.836,8
45868,4.521571,472.575,8
45869,5.996263,3898.108,20
45870,3.679891,66.731,4
45871,4.830495,1674.321,12
45872,6.191996,4313.117,6
45873,3.8153,2435.351,11
45874,3.079463,2131.088,10
45875,5.686001,3323.605,17
45876,5.089719,924.642,4
45877,5.982924,2245.256,12
45879,6.964936,6101.147,17
45880,4.904954,2743.324,4
45881,4.486569,1066.51,5
45882,4.562742,3119.406,14
45883,6.027037,3812.002,16
45884,4.712644,84.48,4
45885,6.750354,13317.315,22
45886,4.721813,235.339,16
45887,4.368057,4637.439,18
45888,3.679891,89.83,4
45889,6.056038,65.402,6
45890,4.727489,374.181,8
45891,7.597768,15727.74,25
45893,5.272559,162.274,3
45894,2.744636,713.633,7
45895,6.721301,17884.708,38
45896,3.645421,2137.059,10
45897,4.626125,159.215,5
45898,3.887659,959.504,11
45899,3.595162,144.984,3
46001,5.868014,10505.235,21
46011,6.549332,15626.08,33
46012,6.950197,19632.05,28
46013,6.664285,7325.794,19
46015,11.65902,656.705,2
46016,9.04815,17221.583,21
46017,6.104882,5784.393,18
46018,7.633888,1194.224,2
46030,6.045873,1851.953,8
46031,5.408941,2229.592,10
46032,9.289552,19970.793,14
46033,6.661272,21240.301,13
46034,7.034097,6713.772,14
46035,3.351309,1127.868,10
46036,7.22864,11734.908,27
46037,7.824797,11354.119,8
46038,9.425373,20168.748,13
46039,3.629422,754.761,17
46040,4.478403,1155.924,13
46041,6.691091,23461.826,43
46044,5.412221,3099.145,10
46045,3.40366,133.271,3
46048,4.584197,1593.649,3
46049,3.696495,835.544,11
46050,3.460017,1603.353,14
46051,6.594436,2561.619,9
46052,7.118541,21976.238,31
46055,4.948794,27.515,2
46056,4.873692,2380.03,15
46057,4.913798,893.799,9
46058,5.451025,2170.411,6
46060,7.379159,14898.276,16
46061,11.080698,1116.57,3
46062,6.826909,14201.424,16
46064,5.659991,17994.811,23
46065,4.970745,3493.241,12
46067,5.046938,4.894,5
46068,4.520707,2501.802,11
46069,4.286379,1427.423,15
46070,4.110672,2122.868,10
46071,4.748061,3724.834,13
46072,3.609884,2429.143,10
46074,8.868155,5392.208,4
46075,4.578517,5479.001,11
46076,3.738851,1580.972,12
46077,6.432234,13903.88,9
46082,12.521465,1363.76,2
46102,3.427504,329.234,5
46103,3.400916,347.273,3
46104,3.427243,709.008,8
46105,3.306218,461.226,6
46106,5.53159,860.9,4
46107,12.103119,13556.807,16
46110,4.167972,478.578,9
46111,4.135894,420.194,3
46112,8.132126,7545.205,12
46113,8.060142,2297.74,7
46115,3.508555,1901.974,7
46117,4.015457,672.295,7
46118,4.893777,5018.095,13
46120,4.493647,5919.15,13
46121,3.612667,2407.535,12
46122,5.912891,15363.976,21
46123,8.418503,448.571,5
46124,7.122018,6087.695,20
46126,4.477016,4608.093,13
46127,3.779225,360.794,6
46128,5.267879,201.34,4
46130,4.471929,2653.241,12
46131,7.019169,31360.84,28
46133,2.997655,834.628,9
46135,6.580353,10629.893,14
46140,7.026803,15853.153,23
46142,8.268686,26683.571,23
46143,8.157318,15874.429,13
46144,5.192423,214.593,4
46146,3.365006,195.014,4
46147,3.749828,2645.419,13
46148,6.275637,5425.926,22
46149,4.448939,1760.555,13
46150,3.647547,629.962,8
46151,7.94474,14598.896,21
46155,3.484388,130.431,3
46156,3.40066,1460.104,11
46157,4.722108,3758.336,10
46158,6.711669,18367.3,21
46160,4.131098,3476.006,18
46161,5.070479,2670.794,19
46162,4.085827,383.049,13
46163,5.616518,4724.668,20
46164,3.987986,4899.157,11
46165,4.430786,1486.471,9
46166,3.954317,143.23,2
46167,5.076033,6691.388,18
46168,8.095649,18285.765,20
46170,5.267879,27.3,8
46171,2.668324,2873.488,7
46172,3.517319,2355.65,10
46173,5.894423,10831.086,30
46175,3.492429,575.289,14
46176,6.959062,27925.339,39
46180,3.981863,820.532,9
46181,4.545516,5049.181,11
46182,3.787059,1781.782,15
46184,6.054836,28.322,2
46186,3.984468,1514.98,15
46201,13.591128,30126.475,51
46202,15.281437,14165.267,30
46203,12.851032,26968.075,56
46204,15.151406,1204.984,5
46205,13.241886,25001.274,52
46208,13.878825,22997.54,43
46214,10.024454,18349.081,18
46217,10.269472,11174.082,17
46218,12.486991,28134.335,58
46219,12.909016,35572.222,56
46220,12.362872,34238.923,43
46221,10.642552,10542.572,16
46222,13.222031,32555.74,41
46224,13.918005,21563.039,21
46225,13.839223,6541.812,21
46226,10.867545,39750.331,46
46227,10.901932,40692.55,41
46228,7.851928,15847.517,14
46229,9.806915,24423.708,12
46230,14.496853,907.615,4
46231,7.820696,7486.048,14
46234,8.756182,14243.435,14
46235,12.23175,9474.304,9
46236,6.704984,20186.202,10
46237,9.253625,18756.94,18
46239,6.121166,5649.251,7
46240,10.484386,13578.782,17
46241,12.12824,23252.86,30
46242,13.579877,1682.112,3
46247,10.348356,696,3
46250,11.074153,13434.649,18
46251,13.579877,483.669,3
46253,9.390126,2506.274,3
46254,10.828502,37966.917,29
46256,8.036817,22319.471,31
46259,4.100865,4499.562,8
46260,9.525312,33949.816,39
46268,12.014587,24723.171,28
46278,13.334646,1183.405,14
46280,9.182383,3470.044,4
46302,3.833333,110.552,1
46303,6.872984,12368.975,10
46304,8.260015,13380,8
46307,5.939089,16570.772,22
46310,5.910905,13330.295,17
46311,8.983766,7319.021,9
46312,8.70785,27374.58,35
46319,8.57446,18422.375,20
46320,9.394593,13073.267,39
46321,8.401233,15013.683,12
46322,9.451304,22725.317,20
46323,8.264782,22199.137,24
46324,9.138996,22127.649,34
46325,10.480789,1539.371,5
46327,11.103129,11691.996,14
46340,4.476843,1108.836,9
46341,5.749962,7904.278,18
46342,7.12684,28257.655,34
46346,4.668181,1139.121,4
46347,5.010786,4571.131,6
46348,4.366982,1165.502,3
46349,4.87505,3326.378,7
46350,6.348033,33446.007,42
46356,6.09377,17396.148,11
46360,8.5158,42149.573,39
46365,3.569725,1077.869,5
46366,4.887487,5799.752,13
46368,8.044927,30213.871,25
46371,4.59971,3611.534,12
46373,7.669327,2534.699,6
46374,5.47211,1090.393,12
46375,8.453914,19421.496,13
46376,5.322842,387.936,6
46381,4.872083,368.889,4
46382,5.020591,1820.444,6
46383,8.028634,7764.629,11
46385,5.981922,27487.936,21
46390,4.625964,2549.811,5
46391,5.234009,735.97,5
46392,4.433025,8258.611,9
46393,4.005656,5.608,2
46394,9.579179,12358,16
46401,6.205304,716.948,2
46402,9.332182,6459.193,16
46403,5.666683,8071.73,17
46404,7.31376,17148.221,38
46405,8.216749,11343.811,26
46406,7.666955,9565.823,21
46407,8.257709,10618.422,27
46408,6.970315,15675.308,22
46409,7.247032,7371.272,15
46410,7.160919,19567.425,26
46411,9.333333,1519.826,1
46501,4.701055,3878.661,19
46502,5.968755,4.262,4
46504,5.154235,3447.595,18
46506,6.070839,9953.592,20
46507,5.797371,451.563,7
46508,4.471814,27.374,2
46510,4.093929,3571.128,10
46511,6.362725,4429.255,21
46514,7.352607,41674.611,29
46515,9.404006,1728.698,5
46516,8.182781,22352.852,28
46517,8.581981,8757.786,17
46524,4.779855,2020.896,13
46526,7.341603,27914.811,24
46528,8.411901,3674.938,20
46530,6.498231,31025.46,23
46531,3.368052,1369.492,13
46532,3.675284,1784.974,18
46534,5.330196,10677.553,16
46536,4.662518,3342.229,7
46537,4.248086,2.681,3
46538,5.364425,4104.223,22
46539,4.281481,2220.122,11
46540,4.735667,3820.069,4
46542,4.890752,4378.639,14
46543,4.388825,1128.354,7
46544,7.411274,21617.905,32
46545,9.069789,22008.823,26
46550,6.999017,11947.521,20
46552,5.933198,6816.887,16
46553,4.187695,3342.861,6
46554,5.060756,4639.157,24
46555,6.12511,2318.078,6
46561,6.933931,7272.743,15
46562,5.314834,4716.068,25
46563,5.633101,23639.396,51
46565,5.10111,1258.977,7
46567,6.139998,4879.58,16
46570,4.706032,1039.328,7
46571,4.466811,5372.515,9
46572,3.144687,196.7,3
46573,3.719333,1023.118,9
46574,4.504994,9624.01,21
46580,6.55426,19922.682,34
46581,12.418273,1422.085,3
46582,5.078673,11541.27,26
46590,5.802125,384.424,7
46601,10.888437,3975.344,20
46613,9.837721,10486.531,24
46614,6.443425,21183.526,35
46615,9.186683,12920.736,23
46616,8.659786,6001.499,16
46617,9.012149,9156.072,25
46619,8.023307,18523.527,36
46624,10.417886,333.502,2
46628,8.249949,16902.083,26
46634,10.417886,421.51,2
46635,5.277748,3210.013,7
46637,7.418966,6070.575,12
46680,9.06601,845.496,4
46701,4.42254,7692.968,17
46702,4.957083,2300.536,10
46703,6.157075,18967.314,24
46704,5.020902,152.841,2
46705,4.479117,1631.368,8
46706,6.458077,19548.491,42
46710,5.128202,4744.933,21
46711,6.055871,7922.31,13
46714,7.200254,14278.664,30
46721,5.032665,5030.976,15
46723,4.62342,6789.919,13
46725,4.41116,16229.705,34
46730,4.781638,1350.582,12
46731,4.731612,814.817,9
46732,4.26562,2876.868,15
46733,5.54374,18947.967,35
46737,5.279856,7314.627,15
46738,6.791671,7603.85,10
46740,4.150314,4070.899,17
46741,5.246866,3871.309,11
46742,4.666589,3871.551,11
46743,3.609739,2828.683,6
46745,3.317431,1778.256,10
46746,4.599587,4345.21,5
46747,4.024903,2395.897,15
46748,5.388947,4199.569,17
46750,7.362831,26136.823,48
46755,6.962049,15211.416,30
46759,2.974342,598.995,5
46760,3.535358,1346.858,6
46761,5.754081,11721.132,20
46763,5.008618,1644.841,10
46764,4.160599,1332.714,13
46765,5.56919,5582.585,11
46766,2.990676,548.454,9
46767,5.75769,7925.72,19
46770,4.022845,3002.49,16
46772,4.312255,3793.153,7
46773,4.493836,3500.893,11
46774,6.705941,17895.083,29
46776,4.444134,1662.988,8
46777,5.067176,6746.492,27
46778,2.974342,134.375,5
46779,5.05313,1626.788,15
46781,3.462935,1005.369,8
46783,4.342376,6688.943,20
46784,5.102135,2854.513,14
46785,3.164224,1568.623,3
46787,4.378377,4330.642,22
46788,4.175013,3472.28,9
46791,3.690226,719.39,11
46792,4.771958,3589.884,16
46793,5.00008,4123.767,16
46794,4.799384,1493.381,10
46795,4.415769,6213.867,21
46796,3.659335,23.096,3
46797,3.812651,4314.871,11
46798,3.781846,1614.352,13
46799,3.450507,339.99,6
46802,15.021704,9087.922,26
46803,13.882464,10172.505,23
46804,9.278643,28168.269,23
46805,14.056243,20661.01,32
46806,12.462844,25533.079,38
46807,13.271226,16951.09,30
46808,12.400928,18070.948,24
46809,12.196638,8129.943,21
46814,6.319721,12319.711,21
46815,10.472682,26546.08,32
46816,9.143738,19436.526,36
46818,6.509023,22245.485,37
46819,6.884936,9036.534,15
46825,11.394907,29189.055,33
46835,7.857077,34436.567,34
46845,6.602715,23624.315,21
46850,14.990991,38.888,2
46851,14.990991,44.073,2
46852,14.990991,43.425,2
46853,14.990991,64.165,2
46854,14.990991,53.795,2
46855,14.990991,42.129,2
46856,14.990991,52.499,2
46857,14.990991,40.832,2
46858,14.990991,46.666,2
46859,14.990991,53.147,2
46860,14.990991,27.87,2
46861,14.990991,33.055,2
46862,14.990991,69.998,2
46863,14.990991,76.48,2
46864,14.990991,60.276,2
46865,14.990991,88.146,2
46866,14.990991,109.535,2
46867,14.990991,82.313,2
46868,14.990991,86.202,2
46869,14.990991,83.609,2
46885,10.887263,952.644,3
